COD_CLIENTE;CANAL_VENDA;COD_CUPOM;DATA_VENDA;IMPOSTO_VENDA;QUANTIDADE_VENDA;VALOR_VENDA;AVALIACAO_ATENDIMENTO;ANO_MES;NPS_TIPO
39334247;3000;04 02830000362121;10/02/2025;13,18;1;142,49;5;2025-02;Detrator
39585924;2001;04 00140062121401;08/04/2025;37,31;1;104,39;5;2025-04;Detrator
39704469;1000;04 0058000222594104;15/02/2025;6,73;1;24,99;9;2025-02;Promotor
39660081;4100;04 02710000498271;16/03/2025;7,12;1;27,86;1;2025-03;Detrator
39934136;3000;04 02100001773681;06/03/2025;16,07;1;173,69;8;2025-03;Neutro
39103862;1000;04 0248000015521103;06/03/2025;3,41;1;15,49;2;2025-03;Detrator
39355662;3000;04 01260000669531;29/04/2025;6,23;1;67,46;7;2025-04;Neutro
61014349;1000;04 0147000009909103;22/03/2025;0,43;1;4,59;5;2025-03;Detrator
39119185;3000;04 01090003211201;01/03/2025;3,13;2;33,78;10;2025-03;Promotor
39119185;3000;04 01090003322421;18/04/2025;13,78;1;148,95;1;2025-04;Detrator
39657012;1000;04 0186000119973101;30/03/2025;4,1;1;15,99;8;2025-03;Neutro
40330408;2000;04 00140061568991;18/03/2025;53,19;1;162,89;6;2025-03;Detrator
39395806;1000;04 0273000005445102;13/04/2025;1,77;2;6,7;7;2025-04;Neutro
40162073;3000;04 01090003260551;23/03/2025;16,64;1;179,89;8;2025-03;Neutro
39953463;1000;04 0196000059828103;26/01/2025;6,56;1;31,99;7;2025-01;Neutro
40185485;4100;04 00940001575141;13/01/2025;8,3;1;21,46;2;2025-01;Detrator
40416855;3000;04 01440002034481;10/02/2025;17,78;1;192,29;3;2025-02;Detrator
40406362;1000;04 0192000039419103;12/02/2025;0;1;29,99;7;2025-02;Neutro
40419420;2000;04 00140060625781;14/02/2025;42,78;1;153,89;8;2025-02;Neutro
39641790;4300;04 00530004013511;19/03/2025;5,18;2;31,6;6;2025-03;Detrator
39695000;1000;04 0272000023228102;23/03/2025;7,99;1;38,99;1;2025-03;Detrator
39261922;1000;04 0271000046513102;26/03/2025;3,07;1;11,99;6;2025-03;Detrator
39191468;3000;04 00040001493291;14/04/2025;3,76;1;14,72;7;2025-04;Neutro
40215486;4300;04 00290001311241;12/04/2025;9,86;1;25,41;8;2025-04;Neutro
39753732;1000;04 0173000088464101;29/03/2025;0,54;1;5,85;4;2025-03;Detrator
39409046;1000;04 0172000015779103;17/03/2025;4,35;1;16,99;9;2025-03;Promotor
40215486;1000;04 0294000007754103;16/04/2025;92,73;1;349,99;9;2025-04;Promotor
32059745;1000;04 0132000030592101;01/04/2025;17,09;25;69,25;9;2025-04;Promotor
39124365;1000;04 0096000068777107;24/04/2025;5,52;1;19,8;7;2025-04;Neutro
40204503;4300;04 02580000385511;29/04/2025;7,04;1;33,89;4;2025-04;Detrator
39713943;1000;04 0277000015242101;20/02/2025;9,3;1;47,7;6;2025-02;Detrator
39670363;1000;04 0179000037060101;27/01/2025;0,64;1;2,52;10;2025-01;Promotor
39518105;1000;04 0146000127436102;01/02/2025;7,4;1;27;9;2025-02;Promotor
40406362;1000;04 0192099991530A;26/02/2025;8,33;1;90;3;2025-02;Detrator
39253491;1000;04 0061000089707101;02/01/2025;5,12;1;19,99;5;2025-01;Detrator
39753732;1000;04 0173000088464101;29/03/2025;24,02;1;76,5;3;2025-03;Detrator
40067633;1000;04 0062000089264107;16/04/2025;24,66;1;89,99;2;2025-04;Detrator
39599095;1000;04 0272000020902102;24/02/2025;46,11;1;154,99;6;2025-02;Detrator
39735245;3000;04 01240000869301;11/04/2025;6,48;1;35,99;7;2025-04;Neutro
35998226;1000;04 0136000036427102;30/03/2025;7,64;1;30,99;8;2025-03;Neutro
39260922;1000;04 0209000067516101;23/03/2025;9,4;1;32,99;8;2025-03;Neutro
40509953;3000;04 01800001524451;03/03/2025;6,1;1;65,89;6;2025-03;Detrator
39667755;4300;04 02000001742361;29/03/2025;7,41;1;19;8;2025-03;Neutro
40552482;1000;04 0065000379583104;12/04/2025;0,74;1;7,99;5;2025-04;Detrator
40362187;1000;04 0096000110138101;21/01/2025;14,96;1;72,99;10;2025-01;Promotor
39947191;1000;04 0204000048387102;09/02/2025;0;2;21,8;1;2025-02;Detrator
40220717;1000;04 0147000014489102;03/01/2025;1,64;2;17,64;2;2025-01;Detrator
39398093;4300;04 00820003354561;24/01/2025;7,8;5;46,65;10;2025-01;Promotor
39695000;1000;04 0272000017368102;12/01/2025;16,66;1;55,99;2;2025-01;Detrator
39627960;1000;04 0257000035508101;06/02/2025;0,86;1;9,33;2;2025-02;Detrator
40087547;4100;04 01140003785171;21/03/2025;-20,82;-1;-67,49;5;2025-03;Detrator
39354283;3000;04 01610000365551;06/01/2025;20,51;2;120,65;10;2025-01;Promotor
39962915;1000;04 0089000028169103;18/01/2025;2,47;1;9,99;5;2025-01;Detrator
40383105;1000;04 0120000107767104;15/03/2025;8,22;1;33,3;2;2025-03;Detrator
40394236;3000;04 02500000971401;16/03/2025;0,56;2;6,1;9;2025-03;Promotor
38619100;1000;04 0130000054727101;24/01/2025;34,5;1;372,99;9;2025-01;Promotor
40408649;1000;04 0256000082444101;20/04/2025;1,8;1;14,99;6;2025-04;Detrator
39149880;3000;04 02260000857291;23/03/2025;12,32;1;133,19;9;2025-03;Promotor
39900034;1000;04 0144000133390104;15/04/2025;3,93;1;15,93;7;2025-04;Neutro
39747250;1000;04 0250000016391103;13/01/2025;3,05;1;32,99;9;2025-01;Promotor
40067633;1000;04 0062000161272102;29/04/2025;0,97;3;10,47;10;2025-04;Promotor
36704027;3000;04 01450000090381;24/04/2025;36,68;1;396,63;5;2025-04;Detrator
40121250;1000;04 0249000047469101;14/03/2025;4,81;1;51,99;6;2025-03;Detrator
39224669;1000;04 0096000064823107;23/03/2025;0,79;1;2,8;1;2025-03;Detrator
40416855;1000;04 0142000123934102;04/04/2025;12,49;1;135;8;2025-04;Neutro
40578577;4100;04 02290000935901;07/04/2025;5,37;1;27,24;4;2025-04;Detrator
40348266;4600;04 01880001099291;09/03/2025;8,67;3;33,87;4;2025-03;Detrator
39621324;1000;04 0210000051652105;09/04/2025;2,96;1;31,99;4;2025-04;Detrator
39407089;2000;04 00140062675371;29/04/2025;7,01;1;27,39;6;2025-04;Detrator
39819563;3000;04 00610004451441;05/03/2025;7,98;1;86,3;6;2025-03;Detrator
39918738;1000;04 0226000020595104;06/03/2025;18,5;1;199,99;8;2025-03;Neutro
40484583;4600;04 01800001387811;05/01/2025;13,32;1;48,61;10;2025-01;Promotor
39157577;1000;04 0211000013120102;21/01/2025;0,32;1;3,39;2;2025-01;Detrator
39208346;4300;04 02460001091421;11/01/2025;22,32;1;153,61;4;2025-01;Detrator
40616651;1000;04 0154000061376101;17/04/2025;3,8;1;40,99;1;2025-04;Detrator
39962234;2000;04 00140060161221;29/01/2025;41,24;1;155,89;3;2025-01;Detrator
40599658;3000;04 01370001788291;13/03/2025;3,91;1;23;2;2025-03;Detrator
40134013;4600;04 01240000873961;18/04/2025;0,94;3;10,17;5;2025-04;Detrator
39239939;4300;04 02560000850001;08/02/2025;2,46;1;26,62;7;2025-02;Neutro
40345607;1000;04 01360000042784;29/04/2025;-23,46;-1;-94,99;3;2025-04;Detrator
39762608;4300;04 01090003109311;16/01/2025;6,48;1;28,31;5;2025-01;Detrator
39451228;3000;04 01500000973951;18/01/2025;6,03;1;21,99;5;2025-01;Detrator
40066768;1000;04 0284000021418102;16/01/2025;3,7;1;39,99;4;2025-01;Detrator
39737238;4401;04 01100002102051;17/02/2025;5,54;1;21,59;8;2025-02;Neutro
38838082;4600;04 02170002571801;18/04/2025;2,2;1;8,02;4;2025-04;Detrator
1061626;3000;04 02060000466301;14/01/2025;56,76;1;229,99;6;2025-01;Detrator
40631960;1000;04 0003000212300102;31/03/2025;10,97;1;60,99;8;2025-03;Neutro
39190178;4300;04 00610004552131;16/04/2025;12,79;1;49,98;6;2025-04;Detrator
39201102;1000;04 0146000099189105;24/04/2025;10,68;1;38,99;2;2025-04;Detrator
39155690;3000;04 01430001451241;18/02/2025;41,2;1;147,9;8;2025-02;Neutro
49012316;1000;04 0278000040903101;22/04/2025;3,06;1;11,99;2;2025-04;Detrator
37857751;4300;04 00400005959881;07/04/2025;20,45;1;163,54;8;2025-04;Neutro
39923878;1000;04 0080000093756101;22/03/2025;18,26;3;73,98;6;2025-03;Detrator
39505592;1000;04 0243000048212101;22/01/2025;2,68;1;28,99;2;2025-01;Detrator
39762608;1000;04 0109000133392103;28/04/2025;2,41;1;25,99;4;2025-04;Detrator
40061722;1000;04 0250000100740102;09/04/2025;5,25;1;56,7;3;2025-04;Detrator
40061722;1000;04 0250000041949101;23/02/2025;5,25;1;56,7;7;2025-02;Neutro
39743269;1000;04 0210000069839106;11/02/2025;0,83;1;9;5;2025-02;Detrator
39166682;1000;04 0008000471796101;27/01/2025;25,32;1;98,99;5;2025-01;Detrator
39695000;1000;04 0272000026232102;27/04/2025;11;1;36,99;6;2025-04;Detrator
39156765;3000;04 01810000844111;27/03/2025;3,49;1;37,7;8;2025-03;Neutro
39297711;1000;04 0230000014799102;18/03/2025;1,34;1;14,49;1;2025-03;Detrator
39258852;1000;04 0092000390843102;27/04/2025;3,57;2;13,98;4;2025-04;Detrator
40452498;1000;04 0132000028068101;23/02/2025;7,41;10;30,03;2;2025-02;Detrator
39187529;1000;04 0120000102881104;19/01/2025;0,68;2;7,43;10;2025-01;Promotor
40400890;1000;04 0058000222119104;11/02/2025;39,07;1;144,99;1;2025-02;Detrator
39997962;3000;04 01460002879081;08/03/2025;48,2;1;520,99;4;2025-03;Detrator
39292826;3000;04 02020000986601;29/04/2025;0,26;1;2,78;8;2025-04;Neutro
39409046;1000;04 0172000023556102;19/04/2025;18,08;1;65,99;1;2025-04;Detrator
39516089;4600;04 02520000649841;03/03/2025;13,47;1;49,99;4;2025-03;Detrator
39526311;3000;04 01390001260251;07/04/2025;1,91;1;20,69;4;2025-04;Detrator
39729154;4300;04 00500002788921;04/02/2025;2,76;3;5,39;10;2025-02;Promotor
39261458;4300;04 01630000873531;11/01/2025;14,1;1;61,79;2;2025-01;Detrator
38637337;1000;04 0124000180850104;05/02/2025;5,45;1;58,99;6;2025-02;Detrator
39930599;1000;04 0183000049626104;03/01/2025;1,02;1;10,99;6;2025-01;Detrator
39610147;1000;04 0016000001939162;27/04/2025;0;1;2,43;8;2025-04;Neutro
40511297;4600;04 01430001493951;24/03/2025;11,97;1;42,99;9;2025-03;Promotor
61017101;1000;04 0102000108545103;12/03/2025;0;1;10,8;8;2025-03;Neutro
40345607;3000;04 01360000980851;16/01/2025;9,62;1;39;5;2025-01;Detrator
39563917;3000;04 01580000997061;18/04/2025;4,97;4;53,64;4;2025-04;Detrator
39292826;3000;04 02020000986601;29/04/2025;16,22;1;175,41;10;2025-04;Promotor
39385661;1000;04 0080000090071101;22/02/2025;19,89;1;116,99;10;2025-02;Promotor
40441578;4300;04 01800001493511;18/02/2025;0,78;1;3,42;6;2025-02;Detrator
39342384;4300;04 00400005792591;16/02/2025;24,44;1;82,71;9;2025-02;Promotor
39262943;1000;04 0263000041523102;14/01/2025;0,34;2;3,6;3;2025-01;Detrator
39754665;3000;04 01030001190601;08/01/2025;17,24;1;69,9;7;2025-01;Neutro
39583932;1000;04 0114000200123103;17/01/2025;48,49;1;159;3;2025-01;Detrator
39775940;4300;04 00650003761301;11/01/2025;82,06;1;417,19;2;2025-01;Detrator
40400582;2000;04 00140060814241;20/02/2025;11,74;1;58,29;1;2025-02;Detrator
44004867;1000;04 0168000059588101;26/02/2025;19,18;1;69,99;10;2025-02;Promotor
39691039;3000;04 01500000955491;02/01/2025;14,27;1;52,07;1;2025-01;Detrator
39900727;1000;04 0148000055727103;31/03/2025;2,71;1;10,99;7;2025-03;Neutro
40114071;3000;04 01040002850771;28/04/2025;22,21;1;89,99;3;2025-04;Detrator
40401332;4100;04 01200000939241;11/03/2025;8,31;1;19,08;6;2025-03;Detrator
40075553;4600;04 00960006160331;03/03/2025;12,25;4;43,96;6;2025-03;Detrator
39565385;1000;04 0232000005689104;15/01/2025;8,14;1;32,99;8;2025-01;Neutro
39565385;1000;04 0142000009869105;07/01/2025;27,88;1;112,99;10;2025-01;Promotor
40166100;1000;04 0273000004424102;07/01/2025;0,87;1;3,29;5;2025-01;Detrator
39704469;1000;04 0058000230256104;13/04/2025;12,66;1;46,99;7;2025-04;Neutro
39239090;1000;04 0244000028169103;29/04/2025;0,81;3;8,61;4;2025-04;Detrator
40574213;1000;04 0009000220383101;08/03/2025;17,57;1;189,99;10;2025-03;Promotor
39187529;1000;04 0120000072567102;20/02/2025;19,75;1;79,99;8;2025-02;Neutro
39867166;1000;04 0136000026475101;12/04/2025;41,95;1;169,99;5;2025-04;Detrator
40439424;4300;04 01960001979391;18/02/2025;7,63;1;51,97;4;2025-02;Detrator
40272687;1000;04 0069000405551103;13/03/2025;8,97;1;96,99;8;2025-03;Neutro
40267281;3000;04 02190000072081;20/01/2025;21,58;1;233,33;6;2025-01;Detrator
39964520;1000;04 0011000291519105;26/04/2025;12,8;1;49,99;1;2025-04;Detrator
39563917;3000;04 01580001000721;21/04/2025;1,49;2;16,14;6;2025-04;Detrator
39563644;7300;04 70020002165521;07/01/2025;5,7;1;18,2;2;2025-01;Detrator
39515468;1000;04 0171000026176101;04/04/2025;5,59;1;22,66;4;2025-04;Detrator
32059745;1000;04 0132000030592101;01/04/2025;10,25;15;41,51;6;2025-04;Detrator
40598607;2000;04 00140061428551;14/03/2025;20,44;4;37,86;3;2025-03;Detrator
39239939;4300;04 02560000850001;08/02/2025;6,54;1;25,57;5;2025-02;Detrator
40259206;1000;04 0153000040419105;28/02/2025;1,2;4;13,16;9;2025-02;Promotor
40423735;1000;04 0281000004768102;29/04/2025;4,07;1;16,49;5;2025-04;Detrator
39409046;1000;04 0172000042921104;04/04/2025;1,18;1;4,33;7;2025-04;Neutro
39641790;4300;04 00530004013511;19/03/2025;20,55;1;125,23;8;2025-03;Neutro
40267056;1000;04 0030000453342104;07/04/2025;5,12;1;19,99;5;2025-04;Detrator
40513550;3000;04 00850000989851;03/03/2025;18,79;1;203,2;1;2025-03;Detrator
39408260;3000;04 02480000135561;04/04/2025;20,73;1;80,99;2;2025-04;Detrator
39902632;1000;04 0007000231276103;10/01/2025;6,84;1;73,99;9;2025-01;Promotor
40238574;1000;04 0012000306285202;27/01/2025;4,6;1;18;8;2025-01;Neutro
39486820;3000;04 01080005758361;21/01/2025;-34,54;-1;-134,99;4;2025-01;Detrator
40516664;3000;04 01290002646481;21/04/2025;4,65;1;50,3;8;2025-04;Neutro
39583932;1000;04 0124000180637104;03/02/2025;20,45;6;79,96;4;2025-02;Detrator
39919351;3000;04 02100001751121;26/02/2025;0,56;2;6,1;5;2025-02;Detrator
40320111;3000;04 01390001184701;18/02/2025;5,16;1;55,79;1;2025-02;Detrator
40594772;3000;04 02100001873281;05/04/2025;13,66;1;147,59;5;2025-04;Detrator
40444855;1000;04 0092000377703102;20/02/2025;2,54;2;9,98;7;2025-02;Neutro
40000691;1000;04 0210000052027105;16/04/2025;0,97;1;10,49;1;2025-04;Detrator
40061722;1000;04 0250000100740102;09/04/2025;0,67;1;7,2;10;2025-04;Promotor
40452498;1000;04 0132000028068101;23/02/2025;16,27;1;65,99;5;2025-02;Detrator
39187529;1000;04 0120000072567102;20/02/2025;0,57;1;6,19;10;2025-02;Promotor
38306783;1000;04 0091000086311103;03/01/2025;16,38;1;90,99;8;2025-01;Neutro
38434457;1000;04 0175000050518101;28/03/2025;20,46;2;79,98;10;2025-03;Promotor
39729154;1000;04 0056000121166105;10/01/2025;0,57;1;6,19;7;2025-01;Neutro
39919351;3000;04 02100001889591;10/04/2025;5,23;1;56,6;5;2025-04;Detrator
39695996;1000;04 0256000077212101;19/03/2025;6,13;1;23,99;3;2025-03;Detrator
39284471;3000;04 02800000238251;19/04/2025;17,64;1;190,7;7;2025-04;Neutro
38619100;1000;04 0038000145658104;05/03/2025;7,95;1;85,89;3;2025-03;Detrator
40634935;3000;04 00990000018621;26/03/2025;18,06;1;195,3;4;2025-03;Detrator
40361102;1000;04 0255000027659101;20/04/2025;5,18;1;55,99;9;2025-04;Promotor
39651687;1000;04 0114000027164106;24/04/2025;0,82;1;8,79;9;2025-04;Promotor
39187529;1000;04 0120000109182104;27/03/2025;0,9;1;9,79;1;2025-03;Detrator
40558330;1000;04 0114000205415103;06/03/2025;7,22;1;37,99;4;2025-03;Detrator
39505592;1000;04 0243000048212101;22/01/2025;3,33;1;12,99;7;2025-01;Neutro
40219183;1000;04 0078000040968102;26/02/2025;6,28;1;19,99;6;2025-02;Detrator
39610147;1000;04 0016000483921102;15/02/2025;15,19;1;59,4;2;2025-02;Detrator
40224566;1000;04 0289000008968101;19/01/2025;1,24;6;13,38;1;2025-01;Detrator
39808430;1000;04 0257000034423101;22/01/2025;29,87;1;108,99;8;2025-01;Neutro
40094197;1000;04 0074000388286101;20/04/2025;10,97;1;60,99;5;2025-04;Detrator
40061722;1000;04 0250000100740102;09/04/2025;1,47;7;15,95;10;2025-04;Promotor
39329590;1000;04 0270000016167101;01/04/2025;32,23;4;125,96;1;2025-04;Detrator
39864063;4300;04 01400000996001;27/03/2025;0,54;1;3,22;5;2025-03;Detrator
61017101;1000;04 0102000108922103;15/03/2025;8,91;1;96,3;10;2025-03;Promotor
39129877;3000;04 02130001137811;01/03/2025;13,32;1;143,99;3;2025-03;Detrator
39757678;3000;04 02390000739901;27/01/2025;9,62;2;53,46;7;2025-01;Neutro
40383105;1000;04 0234000027059104;02/02/2025;5,78;1;23,4;2;2025-02;Detrator
39394780;1000;04 0186000185101103;12/01/2025;21,49;1;83,99;7;2025-01;Neutro
39790303;1000;04 0203000018125104;17/02/2025;0,73;1;2,99;7;2025-02;Neutro
40067633;1000;04 0062000161272102;29/04/2025;0,61;1;6,59;10;2025-04;Promotor
39995682;1000;04 0146000086792105;04/02/2025;2,06;1;7,49;6;2025-02;Detrator
39272732;3000;04 01700000881261;28/02/2025;29,82;1;152,9;2;2025-02;Detrator
40150681;4300;04 01270000567611;11/01/2025;13,81;9;117,44;10;2025-01;Promotor
39458677;1000;04 0002000241522103;06/03/2025;2,31;1;24,99;9;2025-03;Promotor
40181009;1000;04 0055000506084103;19/03/2025;13,87;1;149,99;4;2025-03;Detrator
39556367;4401;04 00610004355481;19/01/2025;0,91;1;9,89;8;2025-01;Neutro
39646974;1000;04 0223000014127101;06/03/2025;2,12;1;22,95;5;2025-03;Detrator
39317100;4600;04 02480000122181;01/03/2025;16,09;1;173,99;3;2025-03;Detrator
39253491;1000;04 0145000001980101;23/02/2025;5,25;1;20,49;1;2025-02;Detrator
39333715;3000;04 02090000722511;06/04/2025;6,38;1;68,99;5;2025-04;Detrator
39762608;1000;04 0239000036224102;18/01/2025;1,85;1;19,99;5;2025-01;Detrator
40155032;4300;04 00330002627031;24/04/2025;33,07;1;75,8;2;2025-04;Detrator
40351580;1000;04 0146000131032101;18/01/2025;8,92;2;32,58;4;2025-01;Detrator
40043115;4300;04 00860000697441;18/01/2025;20,95;1;180,77;6;2025-01;Detrator
39239090;1000;04 0244000022885102;18/01/2025;6,91;1;26,99;6;2025-01;Detrator
40241612;3000;04 02500000871131;20/01/2025;43,45;1;206,9;7;2025-01;Neutro
39641924;4300;04 01520000686461;07/01/2025;23,55;1;83,85;2;2025-01;Detrator
39274407;2000;04 00140060169721;29/01/2025;1,19;1;4,66;7;2025-01;Neutro
39322190;3000;04 00910000428841;09/03/2025;24,79;1;96,89;9;2025-03;Promotor
39295251;1000;04 0122000133602101;15/03/2025;12,03;1;46,99;8;2025-03;Neutro
32059745;1000;04 0132000010642103;07/01/2025;19,75;1;79,99;5;2025-01;Detrator
40541364;4300;04 02890000166871;25/03/2025;12,81;2;32,04;7;2025-03;Neutro
39152315;3000;04 01760000312641;09/02/2025;37,19;1;145,34;6;2025-02;Detrator
39005228;3000;04 01140003599701;13/01/2025;16,22;1;175,41;5;2025-01;Detrator
40006191;3000;04 00460000875661;22/01/2025;1,71;1;6,64;2;2025-01;Detrator
39953463;1000;04 0196000080178102;08/03/2025;3,52;1;37,99;6;2025-03;Detrator
40385022;1000;04 0136000033614104;29/04/2025;14,8;1;59,99;9;2025-04;Promotor
39516966;1000;04 0138000190318101;25/04/2025;3,45;1;13,49;5;2025-04;Detrator
40617716;1000;04 0224000060913101;20/03/2025;5,45;1;58,99;1;2025-03;Detrator
40329238;1000;04 0067000384090101;10/01/2025;6,27;1;24,49;4;2025-01;Detrator
39187529;1000;04 0120000072567102;20/02/2025;0,33;1;3,49;6;2025-02;Detrator
39808430;1000;04 0244000020998101;12/01/2025;17,91;1;69,99;9;2025-01;Promotor
44004867;1000;04 0198000046561102;10/02/2025;15,2;1;79,99;8;2025-02;Neutro
39529371;3000;04 01400000948441;12/02/2025;17,78;1;192,28;2;2025-02;Detrator
39775940;3000;04 00650003770741;16/01/2025;26,09;1;282,05;9;2025-01;Promotor
39993893;1000;04 0001000482010103;29/01/2025;1,15;1;4,49;4;2025-01;Detrator
40351876;1000;04 0266000026223101;19/01/2025;41,7;1;169;8;2025-01;Neutro
40444855;1000;04 0092000386820102;07/04/2025;1,2;1;12,99;3;2025-04;Detrator
38826814;4100;04 01960002134161;28/04/2025;11,26;1;40,42;8;2025-04;Neutro
40423735;3000;04 02810000006821;21/03/2025;8,15;1;47,92;4;2025-03;Detrator
39449867;1000;04 0067000403255101;22/04/2025;41,32;2;161,49;4;2025-04;Detrator
36158508;1000;04 0209000037077103;07/04/2025;25,64;1;89,99;4;2025-04;Detrator
40422373;1000;04 0212000013355103;30/04/2025;0,74;3;8,07;8;2025-04;Neutro
39790303;1000;04 0203000018125104;17/02/2025;2,51;3;10,17;3;2025-02;Detrator
40150753;1000;04 0205000047879103;23/04/2025;13,64;1;48,99;10;2025-04;Promotor
39703224;1000;04 0226000027759105;11/02/2025;8,51;1;91,99;2;2025-02;Detrator
40400466;1000;04 0040000072154102;25/04/2025;7,68;1;29,99;8;2025-04;Neutro
39224669;1000;04 0096000067412107;12/04/2025;0,87;1;3,15;9;2025-04;Promotor
40150753;1000;04 0205000061497102;28/02/2025;6,22;1;22,36;1;2025-02;Detrator
39856117;1000;04 0136000030851102;01/02/2025;4,86;1;19,69;5;2025-02;Detrator
40351299;3000;04 02510000207771;18/01/2025;6,15;1;34,19;4;2025-01;Detrator
40275377;3000;04 01380001058691;24/03/2025;5,75;1;22,49;8;2025-03;Neutro
39790303;1000;04 0203000011224102;14/04/2025;3,95;4;15,96;8;2025-04;Neutro
39900034;1000;04 0144000133128101;01/03/2025;2,16;2;23,4;6;2025-03;Detrator
40511297;4600;04 01430001493951;24/03/2025;52,63;1;188,99;4;2025-03;Detrator
39187529;1000;04 0120000107900104;16/03/2025;0,33;1;3,49;7;2025-03;Neutro
40302888;3000;04 01080005770381;24/01/2025;10,23;1;39,99;3;2025-01;Detrator
40109579;3000;04 01530000961151;03/04/2025;2,12;1;22,89;5;2025-04;Detrator
39579728;1000;04 0107000093046101;26/01/2025;1,85;1;19,99;8;2025-01;Neutro
39657012;4300;04 00590001812921;12/01/2025;21,46;1;72,01;7;2025-01;Neutro
39457098;1000;04 0142000101490103;05/02/2025;6,66;1;26,99;4;2025-02;Detrator
39808728;3000;04 02060000520391;22/03/2025;78,63;1;462,54;3;2025-03;Detrator
39291003;1000;04 0171000030235102;04/01/2025;0,54;2;5,83;2;2025-01;Detrator
40358377;1000;04 0247000047583101;09/02/2025;0,5;2;5,44;9;2025-02;Promotor
39627960;1000;04 0257000008846102;02/01/2025;1,29;1;13,99;7;2025-01;Neutro
39187529;1000;04 0120000107900104;16/03/2025;2,04;1;11,99;4;2025-03;Detrator
39757000;1000;04 0016000001045223;22/04/2025;1,22;2;4,78;3;2025-04;Detrator
39358423;1000;04 0106000184675103;04/03/2025;27,64;4;108;5;2025-03;Detrator
39292826;3000;04 02020000948681;08/04/2025;4,27;1;22,49;2;2025-04;Detrator
40242277;3000;04 02100001897201;12/04/2025;2,67;2;28,88;9;2025-04;Promotor
33261485;1000;04 0092000385140102;30/03/2025;0,32;1;3,39;2;2025-03;Detrator
39244927;4300;04 00100002342301;02/02/2025;27,12;1;112,01;4;2025-02;Detrator
40406362;1000;04 0192000040323103;26/02/2025;39,47;1;159,99;5;2025-02;Detrator
40279591;1000;04 0147000014692102;06/01/2025;2,58;1;27,83;4;2025-01;Detrator
39443355;4300;04 02610000311241;13/02/2025;14,69;1;158,83;2;2025-02;Detrator
39519148;3000;04 02100001916971;22/04/2025;15,43;1;166,89;4;2025-04;Detrator
39846187;1000;04 0122000131394101;20/02/2025;5,12;1;19,99;6;2025-02;Detrator
39350410;3000;04 00620002809451;19/04/2025;7,5;1;44,09;7;2025-04;Neutro
39734977;1000;04 0248000017660103;24/04/2025;2,5;1;26,99;7;2025-04;Neutro
39157577;1000;04 0130000059322101;22/04/2025;0,57;2;6,12;9;2025-04;Promotor
39507912;3000;04 00880004036611;20/03/2025;20,86;1;74,9;1;2025-03;Detrator
39732418;1000;04 0186000197020103;23/03/2025;3,32;1;12,99;3;2025-03;Detrator
61017485;1000;04 0078000046670104;16/04/2025;1,47;7;15,95;10;2025-04;Promotor
39960759;3000;04 01550000929541;06/04/2025;3,83;3;14,98;9;2025-04;Promotor
37489892;4300;04 01100002189841;20/04/2025;2,86;1;30,98;6;2025-04;Detrator
39334247;1000;04 0101000269335101;12/03/2025;4,1;2;15,98;8;2025-03;Neutro
40336888;3000;04 00500002893061;02/04/2025;2,93;1;11,88;9;2025-04;Promotor
39841153;3000;04 00660002216051;05/03/2025;7,11;1;76,86;5;2025-03;Detrator
39306045;1000;04 0018000274425102;21/01/2025;7,5;1;80,99;4;2025-01;Detrator
40369853;1000;04 0042000155176103;24/01/2025;15,1;1;58,99;8;2025-01;Neutro
39864063;4300;04 01400000908911;07/01/2025;16,25;1;84,11;10;2025-01;Promotor
39422285;1000;04 0109000120748104;18/03/2025;7,03;1;75,99;9;2025-03;Promotor
40292197;4300;04 00010001942611;14/01/2025;11,56;1;34,39;9;2025-01;Promotor
39257765;4300;04 02180000419151;30/03/2025;20,54;1;68,93;5;2025-03;Detrator
40138330;3000;04 01470000221621;05/02/2025;12,9;1;139,49;4;2025-02;Detrator
39572498;1000;04 0093000122570102;19/01/2025;2,3;3;8,98;9;2025-01;Promotor
39768688;1000;04 0042000157059103;07/02/2025;28,26;1;305,5;5;2025-02;Detrator
39918673;3000;04 00810001838791;11/01/2025;1,9;1;7,69;9;2025-01;Promotor
39474174;1000;04 0183000051982104;20/01/2025;0,79;1;8,49;2;2025-01;Detrator
39819563;1000;04 0061000184483107;18/01/2025;3,58;1;38,7;9;2025-01;Promotor
39537627;1000;04 0031000328077105;14/02/2025;4,07;1;43,99;1;2025-02;Detrator
61014349;1000;04 0147000020907102;11/04/2025;2,78;1;10,12;4;2025-04;Detrator
40087547;1000;04 0114000149023104;21/04/2025;4,51;1;16,99;6;2025-04;Detrator
39841153;3000;04 00660002249541;04/04/2025;7,11;1;76,85;1;2025-04;Detrator
40323601;1000;04 0136000022479101;08/01/2025;35,04;1;141,99;7;2025-01;Neutro
44004867;1000;04 0168000059589101;26/02/2025;0,37;1;3,99;2;2025-02;Detrator
36522073;4100;04 02260000894331;13/04/2025;16,39;1;43,13;4;2025-04;Detrator
39754655;1000;04 0213000047819102;05/04/2025;4,9;1;52,99;6;2025-04;Detrator
38549693;3000;04 02240000585421;23/01/2025;15,89;1;171,85;6;2025-01;Detrator
39428740;1000;04 0270000012853102;01/03/2025;3,83;1;14,99;5;2025-03;Detrator
39239090;1000;04 0244000026581103;30/03/2025;20,72;1;223,99;9;2025-03;Promotor
