COD_CLIENTE,DATA_CADASTRO,DATA_NASCIMENTO,CELULAR_VALIDO,E_MAIL_VALIDO,OPT_OUT,Idade,Faixa_Idade
39700065,2024-06-30,1996-11-08,Não,Sim,Não,28,21 a 30
39762164,2024-07-18,1979-06-25,Não,Sim,Sim,46,41 a 50
39667701,2024-06-21,1983-08-16,Não,Sim,Não,41,41 a 50
37506712,2024-06-22,1992-05-08,Não,Sim,Não,33,31 a 40
39354723,2024-03-13,1998-03-27,Não,Sim,Não,27,21 a 30
38209812,2024-12-26,2002-05-03,Não,Sim,Não,23,21 a 30
39246638,2024-02-09,1982-02-22,Não,Sim,Sim,43,41 a 50
40189021,2024-11-28,1996-05-18,Não,Sim,Não,29,21 a 30
47500566,2024-08-10,1975-05-17,Não,Sim,Não,50,41 a 50
40290092,2024-12-28,1990-01-15,Não,Sim,Não,35,31 a 40
39569069,2024-05-20,1987-02-14,Não,Sim,Não,38,31 a 40
38323612,2025-03-07,1990-02-17,Não,Sim,Não,35,31 a 40
40068812,2024-10-26,1972-01-26,Não,Sim,Não,53,>=51
39190178,2024-10-08,2000-07-11,Não,Sim,Não,24,21 a 30
33002162,2024-10-03,1993-08-31,Não,Sim,Não,31,31 a 40
40716125,2025-06-01,1998-10-19,Não,Sim,Não,26,21 a 30
39544728,2024-05-13,1989-12-12,Não,Sim,Sim,35,31 a 40
36528993,2025-04-13,1989-05-05,Não,Sim,Não,36,31 a 40
38666606,2024-10-10,2001-04-30,Não,Sim,Não,24,21 a 30
37451809,2024-04-29,1998-04-11,Não,Sim,Não,27,21 a 30
39519735,2024-05-06,1961-07-06,Não,Sim,Não,63,>=51
39665314,2024-07-10,1956-04-24,Não,Sim,Não,69,>=51
39643702,2024-06-12,1999-03-06,Não,Sim,Não,26,21 a 30
38040297,2025-02-10,1970-03-08,Não,Sim,Não,55,>=51
39438902,2024-04-09,1995-09-25,Não,Sim,Não,29,21 a 30
40356466,2025-01-19,1993-05-11,Não,Sim,Não,32,31 a 40
39945232,2024-09-13,1971-03-07,Não,Sim,Não,54,>=51
38896351,2024-02-20,2002-09-02,Não,Sim,Não,22,21 a 30
39546183,2024-05-28,1986-09-23,Não,Sim,Sim,38,31 a 40
39269680,2024-03-13,1987-09-27,Não,Sim,Sim,37,31 a 40
40034006,2024-10-14,1997-11-09,Não,Sim,Não,27,21 a 30
39601686,2025-02-28,2002-07-22,Não,Sim,Não,22,21 a 30
38065115,2024-06-11,2001-07-26,Não,Sim,Não,23,21 a 30
39261922,2024-08-26,1999-03-01,Não,Sim,Não,26,21 a 30
39333192,2024-03-07,1998-07-19,Não,Sim,Sim,26,21 a 30
39425415,2024-04-06,1996-03-03,Não,Sim,Não,29,21 a 30
40167614,2024-11-23,1984-02-11,Não,Sim,Não,41,41 a 50
40382177,2025-01-29,1999-06-24,Não,Sim,Não,26,21 a 30
39737406,2024-07-11,1987-12-15,Não,Sim,Não,37,31 a 40
39268058,2024-06-09,1991-02-26,Não,Sim,Não,34,31 a 40
39706168,2024-07-02,1986-09-30,Não,Sim,Não,38,31 a 40
39162032,2024-01-15,1989-12-30,Não,Sim,Sim,35,31 a 40
39628261,2024-06-07,2007-01-13,Não,Sim,Não,18,<=20
39350647,2024-03-12,1953-03-05,Não,Sim,Não,72,>=51
39508844,2024-06-12,1990-10-26,Não,Sim,Sim,34,31 a 40
39430298,2024-04-06,1995-12-12,Não,Sim,Sim,29,21 a 30
40505355,2025-03-03,1985-03-10,Não,Sim,Não,40,31 a 40
40268991,2024-12-21,1985-08-06,Não,Sim,Não,39,31 a 40
39659234,2024-06-17,1999-03-23,Não,Sim,Não,26,21 a 30
39241278,2024-02-08,1981-09-18,Não,Sim,Sim,43,41 a 50
39211375,2024-03-03,1982-06-22,Não,Sim,Não,43,41 a 50
39964503,2024-09-19,2000-11-10,Não,Sim,Não,24,21 a 30
39122824,2024-01-04,1995-11-24,Não,Sim,Não,29,21 a 30
40162032,2024-11-22,1992-03-18,Não,Sim,Não,33,31 a 40
39467056,2024-04-19,1984-05-01,Não,Sim,Não,41,41 a 50
38119132,2024-10-27,1994-10-05,Não,Sim,Sim,30,21 a 30
39306045,2024-12-20,1997-05-14,Não,Sim,Não,28,21 a 30
40066768,2024-10-25,1980-09-25,Não,Sim,Não,44,41 a 50
39584025,2024-06-04,1976-05-13,Não,Sim,Sim,49,41 a 50
39764710,2024-07-19,1990-05-04,Não,Sim,Não,35,31 a 40
39188753,2024-01-24,1994-04-19,Não,Sim,Não,31,31 a 40
39273201,2024-02-17,1997-11-29,Não,Sim,Não,27,21 a 30
38838082,2024-03-31,1995-02-23,Não,Sim,Não,30,21 a 30
39536031,2024-05-11,2002-07-09,Não,Sim,Não,22,21 a 30
40657608,2025-05-10,2003-07-22,Não,Sim,Não,21,21 a 30
39402819,2024-04-10,1992-06-06,Não,Sim,Não,33,31 a 40
39116580,2024-01-11,1978-03-31,Não,Sim,Não,47,41 a 50
33311144,2024-10-26,1994-11-25,Não,Sim,Sim,30,21 a 30
36649218,2025-04-20,1991-10-31,Não,Sim,Sim,33,31 a 40
39736123,2024-07-10,1989-01-14,Não,Sim,Sim,36,31 a 40
38349203,2025-04-17,1986-06-09,Não,Sim,Não,39,31 a 40
39334203,2024-05-11,2002-05-03,Não,Sim,Sim,23,21 a 30
39183787,2024-01-21,1998-06-10,Não,Sim,Não,27,21 a 30
39333474,2024-03-07,1995-07-29,Não,Sim,Não,29,21 a 30
40434230,2025-02-16,1995-08-05,Não,Sim,Não,29,21 a 30
39119903,2024-01-04,1974-04-05,Não,Sim,Não,51,>=51
39377197,2024-03-20,1977-05-25,Não,Sim,Não,48,41 a 50
39808359,2024-11-05,1964-12-27,Não,Sim,Não,60,>=51
36268650,2025-04-16,2000-06-23,Não,Sim,Não,25,21 a 30
40166100,2024-12-02,2000-08-27,Não,Sim,Não,24,21 a 30
39590844,2024-05-27,2001-11-26,Não,Sim,Não,23,21 a 30
39161830,2024-01-15,2003-03-06,Não,Sim,Não,22,21 a 30
39272129,2024-02-17,1981-01-15,Não,Sim,Não,44,41 a 50
39220866,2024-02-07,1977-02-16,Não,Sim,Não,48,41 a 50
39364156,2024-03-18,1993-03-01,Não,Sim,Não,32,31 a 40
37366333,2024-05-14,1983-06-03,Não,Sim,Não,42,41 a 50
37956056,2024-06-25,1998-04-26,Não,Sim,Não,27,21 a 30
40176221,2024-11-27,1992-10-16,Não,Sim,Sim,32,31 a 40
39266810,2024-02-16,1985-03-09,Não,Sim,Não,40,31 a 40
40043115,2024-10-17,1958-02-08,Não,Sim,Sim,67,>=51
38617023,2024-01-27,1999-10-30,Não,Sim,Não,25,21 a 30
39475763,2024-04-21,1982-08-30,Não,Sim,Não,42,41 a 50
39979430,2024-09-25,1997-09-18,Não,Sim,Não,27,21 a 30
39198983,2024-01-26,1973-05-18,Não,Sim,Não,52,>=51
39350731,2024-03-12,1974-02-16,Não,Sim,Não,51,>=51
39697321,2024-06-29,1948-06-16,Não,Sim,Não,77,>=51
40016851,2024-10-08,1968-05-24,Não,Sim,Não,57,>=51
39142994,2024-01-10,1984-05-07,Não,Sim,Não,41,41 a 50
40367172,2025-01-23,1972-12-11,Não,Sim,Não,52,>=51
40564511,2024-05-30,1987-10-09,Não,Sim,Não,37,31 a 40
37701382,2025-04-20,2001-08-14,Não,Sim,Não,23,21 a 30
40538481,2024-04-12,1993-10-03,Não,Sim,Não,31,31 a 40
39138675,2024-02-03,2006-07-05,Não,Sim,Não,18,<=20
39744556,2024-07-13,1969-07-22,Não,Sim,Não,55,>=51
40045324,2024-10-18,1979-09-09,Não,Sim,Não,45,41 a 50
39871859,2024-08-22,1978-02-06,Não,Sim,Não,47,41 a 50
40385475,2025-01-30,1983-10-04,Não,Sim,Sim,41,41 a 50
39394718,2024-05-02,1970-09-30,Não,Sim,Sim,54,>=51
39410875,2024-03-31,1994-12-25,Não,Sim,Sim,30,21 a 30
36609978,2025-04-17,2005-06-14,Não,Sim,Não,20,<=20
39997962,2024-11-06,1991-01-10,Não,Sim,Não,34,31 a 40
39325515,2024-03-04,1970-05-16,Não,Sim,Sim,55,>=51
40115716,2024-11-09,2002-08-06,Não,Sim,Não,22,21 a 30
40215701,2024-12-06,2003-04-30,Não,Sim,Não,22,21 a 30
40378435,2025-01-27,1998-06-03,Não,Sim,Não,27,21 a 30
39861922,2024-08-18,2002-05-19,Não,Sim,Não,23,21 a 30
39369657,2024-03-17,1986-08-26,Não,Sim,Não,38,31 a 40
40229982,2024-12-16,1997-08-13,Não,Sim,Não,27,21 a 30
39687464,2024-06-26,1993-01-16,Não,Sim,Não,32,31 a 40
39150878,2024-01-12,1983-09-20,Não,Sim,Não,41,41 a 50
39239951,2024-02-07,1988-05-03,Não,Sim,Não,37,31 a 40
39354823,2024-03-13,1996-09-24,Não,Sim,Não,28,21 a 30
39847726,2024-08-13,2003-10-21,Não,Sim,Não,21,21 a 30
38427139,2024-09-29,1978-08-22,Não,Sim,Não,46,41 a 50
39866830,2024-08-19,1988-05-18,Não,Sim,Não,37,31 a 40
39809042,2024-08-02,1979-11-25,Não,Sim,Não,45,41 a 50
40067714,2024-10-26,1992-10-06,Não,Sim,Não,32,31 a 40
38939318,2024-02-01,1978-02-20,Não,Sim,Não,47,41 a 50
32665770,2024-04-14,1983-11-06,Não,Sim,Sim,41,41 a 50
40685954,2025-05-20,1981-03-17,Não,Sim,Não,44,41 a 50
40315382,2025-01-06,2005-12-26,Não,Sim,Não,19,<=20
40362537,2025-01-21,1999-03-07,Não,Sim,Não,26,21 a 30
39835912,2024-08-10,1993-03-26,Não,Sim,Não,32,31 a 40
39746519,2024-07-13,1990-10-09,Não,Sim,Não,34,31 a 40
39912791,2024-09-06,1999-06-06,Não,Sim,Não,26,21 a 30
39330946,2024-03-06,1995-12-01,Não,Sim,Não,29,21 a 30
39409046,2024-03-30,1993-04-13,Não,Sim,Não,32,31 a 40
40715326,2025-06-01,1995-06-04,Não,Sim,Não,30,21 a 30
39908547,2024-09-01,1978-06-10,Não,Sim,Sim,47,41 a 50
40082370,2024-10-30,1998-02-02,Não,Sim,Sim,27,21 a 30
39637817,2024-06-10,2000-10-05,Não,Sim,Não,24,21 a 30
39545271,2024-05-13,1997-06-01,Não,Sim,Não,28,21 a 30
40205950,2024-12-02,1962-02-06,Não,Sim,Não,63,>=51
39711811,2024-07-04,2006-11-22,Não,Sim,Não,18,<=20
39734165,2024-07-10,1975-01-31,Não,Sim,Não,50,41 a 50
39858632,2024-08-17,1988-03-08,Não,Sim,Não,37,31 a 40
40694307,2025-05-24,1994-05-28,Não,Sim,Não,31,31 a 40
40022514,2024-10-10,1985-04-06,Não,Sim,Não,40,31 a 40
39995797,2024-10-02,1997-05-17,Não,Sim,Não,28,21 a 30
39487553,2024-04-25,1990-03-03,Não,Sim,Não,35,31 a 40
39422327,2024-04-04,1985-07-25,Não,Sim,Não,39,31 a 40
38881330,2024-09-29,2002-07-28,Não,Sim,Não,22,21 a 30
40650217,2025-05-08,1980-07-09,Não,Sim,Não,44,41 a 50
39750003,2024-07-15,1983-09-27,Não,Sim,Sim,41,41 a 50
39372189,2024-04-03,1999-03-31,Não,Sim,Sim,26,21 a 30
40009956,2024-10-06,1992-09-19,Não,Sim,Não,32,31 a 40
40687003,2025-05-21,1961-07-02,Não,Sim,Não,64,>=51
40235669,2025-01-20,1947-01-29,Não,Sim,Sim,78,>=51
39839326,2025-04-19,1996-11-28,Não,Sim,Não,28,21 a 30
40329238,2025-01-10,1983-12-14,Não,Sim,Não,41,41 a 50
39967448,2024-09-21,1996-01-29,Não,Sim,Não,29,21 a 30
39220911,2024-03-28,1987-01-07,Não,Sim,Não,38,31 a 40
39582541,2024-06-08,1978-08-29,Não,Sim,Sim,46,41 a 50
40258845,2024-12-18,1968-05-26,Não,Sim,Não,57,>=51
39340730,2024-03-09,1988-09-17,Não,Sim,Não,36,31 a 40
38624325,2024-12-28,2001-11-22,Não,Sim,Não,23,21 a 30
39133086,2025-05-05,2004-12-18,Não,Sim,Não,20,<=20
40282214,2024-12-26,1996-03-01,Não,Sim,Não,29,21 a 30
39359427,2024-07-13,1999-04-17,Não,Sim,Não,26,21 a 30
39824661,2024-08-06,1991-10-22,Não,Sim,Não,33,31 a 40
39563917,2024-05-19,1968-05-13,Não,Sim,Não,57,>=51
39120650,2024-01-04,1985-09-02,Não,Sim,Não,39,31 a 40
39849673,2024-08-14,2004-08-17,Não,Sim,Não,20,<=20
39849076,2024-08-14,1970-04-14,Não,Sim,Não,55,>=51
39486820,2024-04-25,1966-09-25,Não,Sim,Não,58,>=51
39140795,2024-01-09,1999-05-17,Não,Sim,Não,26,21 a 30
39813572,2024-08-03,1970-12-12,Não,Sim,Não,54,>=51
39828691,2024-08-07,1992-04-07,Não,Sim,Não,33,31 a 40
39770882,2024-07-24,2000-12-09,Não,Sim,Não,24,21 a 30
39475780,2024-04-21,2004-07-13,Não,Sim,Não,20,<=20
39579728,2024-05-24,1969-04-20,Não,Sim,Não,56,>=51
39586304,2024-05-26,1999-07-12,Não,Sim,Não,25,21 a 30
39261458,2024-10-11,2005-07-26,Não,Sim,Não,19,<=20
40670416,2025-05-15,1974-09-04,Não,Sim,Não,50,41 a 50
39326333,2024-03-04,1982-11-10,Não,Sim,Não,42,41 a 50
38516842,2025-05-06,1982-12-23,Não,Sim,Não,42,41 a 50
39547271,2024-05-14,1976-09-27,Não,Sim,Não,48,41 a 50
40612307,2025-03-18,1996-04-09,Não,Sim,Não,29,21 a 30
40560248,2024-05-10,1997-07-30,Não,Sim,Não,27,21 a 30
39043224,2024-10-10,1986-03-12,Não,Sim,Não,39,31 a 40
39102177,2024-08-31,1992-03-03,Não,Sim,Sim,33,31 a 40
39762186,2024-09-05,2001-02-09,Não,Sim,Não,24,21 a 30
39470646,2024-12-22,2005-01-02,Não,Sim,Sim,20,<=20
36284632,2025-04-07,2002-06-27,Não,Sim,Não,22,21 a 30
39020830,2024-02-12,1983-06-26,Não,Sim,Sim,42,41 a 50
40221159,2024-12-07,1985-02-16,Não,Sim,Sim,40,31 a 40
39413774,2024-04-01,1981-02-20,Não,Sim,Sim,44,41 a 50
40075942,2024-10-28,1966-08-04,Não,Sim,Não,58,>=51
39638898,2024-06-11,1987-01-19,Não,Sim,Não,38,31 a 40
39212260,2024-01-30,1981-01-19,Não,Sim,Não,44,41 a 50
38733689,2024-01-29,1993-04-22,Não,Sim,Sim,32,31 a 40
37189540,2024-04-10,1999-12-16,Não,Sim,Não,25,21 a 30
39297491,2024-02-29,1994-09-24,Não,Sim,Não,30,21 a 30
36457776,2025-04-11,1996-03-13,Não,Sim,Não,29,21 a 30
39695975,2024-06-29,1983-12-23,Não,Sim,Sim,41,41 a 50
39599095,2024-05-30,1987-12-09,Não,Sim,Não,37,31 a 40
38528944,2025-01-29,1999-10-07,Não,Sim,Sim,25,21 a 30
39968584,2024-09-21,1995-05-28,Não,Sim,Não,30,21 a 30
39240545,2024-02-07,1959-01-13,Não,Sim,Não,66,>=51
36122779,2025-04-12,1990-07-09,Não,Sim,Não,34,31 a 40
35110002,2025-05-01,1990-09-18,Não,Sim,Não,34,31 a 40
40608564,2025-04-17,1998-11-14,Não,Sim,Não,26,21 a 30
39453093,2024-04-13,1980-06-20,Não,Sim,Não,45,41 a 50
39745168,2024-07-13,1969-03-25,Não,Sim,Não,56,>=51
39856803,2024-08-16,1974-01-28,Não,Sim,Não,51,>=51
40022273,2024-10-10,1976-05-17,Não,Sim,Não,49,41 a 50
39552507,2024-05-16,1964-12-14,Não,Sim,Não,60,>=51
39534658,2024-05-10,1982-10-27,Não,Sim,Não,42,41 a 50
39935605,2024-09-10,1997-03-20,Não,Sim,Não,28,21 a 30
40058066,2024-10-22,1988-06-22,Não,Sim,Não,37,31 a 40
39528921,2024-05-09,1960-06-26,Não,Sim,Não,65,>=51
37161875,2024-10-12,2001-10-20,Não,Sim,Não,23,21 a 30
40594147,2024-06-26,2002-08-22,Não,Sim,Não,22,21 a 30
40140000,2024-11-16,1940-06-21,Não,Sim,Não,85,>=51
39780378,2024-07-24,1979-07-24,Não,Sim,Não,45,41 a 50
39007511,2024-03-12,1998-05-24,Não,Sim,Sim,27,21 a 30
39853324,2024-08-15,1994-12-15,Não,Sim,Não,30,21 a 30
39549374,2024-05-15,1987-08-06,Não,Sim,Não,37,31 a 40
39313219,2024-02-29,1982-09-29,Não,Sim,Não,42,41 a 50
40649395,2025-05-08,1986-01-06,Não,Sim,Sim,39,31 a 40
40036790,2024-10-15,1977-09-22,Não,Sim,Sim,47,41 a 50
39194226,2024-01-25,1994-12-05,Não,Sim,Não,30,21 a 30
39186634,2024-01-22,2003-08-12,Não,Sim,Não,21,21 a 30
38946273,2024-05-07,1991-09-02,Não,Sim,Não,33,31 a 40
39720520,2024-07-06,1983-06-08,Não,Sim,Não,42,41 a 50
39695996,2024-06-29,1998-09-19,Não,Sim,Não,26,21 a 30
39969488,2024-09-21,1982-09-09,Não,Sim,Não,42,41 a 50
39232167,2025-02-06,2003-01-02,Não,Sim,Não,22,21 a 30
39374206,2024-04-02,1960-10-02,Não,Sim,Não,64,>=51
39713943,2024-07-04,1993-10-26,Não,Sim,Não,31,31 a 40
39679165,2024-06-23,1989-08-17,Não,Sim,Não,35,31 a 40
39358493,2024-03-14,1999-05-05,Não,Sim,Não,26,21 a 30
39724626,2024-07-07,1977-11-09,Não,Sim,Não,47,41 a 50
39560243,2024-05-19,1994-06-15,Não,Sim,Sim,31,31 a 40
40613231,2025-03-18,1984-01-10,Não,Sim,Não,41,41 a 50
39741839,2024-07-12,2006-04-01,Não,Sim,Não,19,<=20
40668100,2025-06-01,1976-10-27,Não,Sim,Não,48,41 a 50
40298333,2024-12-30,1976-05-16,Não,Sim,Sim,49,41 a 50
39447675,2024-04-15,1995-03-11,Não,Sim,Não,30,21 a 30
39313653,2025-01-13,1993-03-17,Não,Sim,Não,32,31 a 40
39846140,2025-05-12,2006-03-13,Não,Sim,Não,19,<=20
40011268,2024-10-06,1990-05-07,Não,Sim,Não,35,31 a 40
40224736,2024-12-07,1977-08-16,Não,Sim,Não,47,41 a 50
39185885,2024-01-22,1994-10-30,Não,Sim,Não,30,21 a 30
39271460,2024-02-17,1976-06-15,Não,Sim,Não,49,41 a 50
40224985,2024-12-12,2002-04-24,Não,Sim,Não,23,21 a 30
37417518,2024-05-17,1999-06-12,Não,Sim,Não,26,21 a 30
40052145,2024-10-20,1995-04-20,Não,Sim,Não,30,21 a 30
39577462,2024-06-05,1975-11-10,Não,Sim,Não,49,41 a 50
39238218,2024-02-07,1980-04-16,Não,Sim,Sim,45,41 a 50
39887220,2024-08-26,1995-04-17,Não,Sim,Sim,30,21 a 30
39676229,2024-06-22,1987-01-01,Não,Sim,Sim,38,31 a 40
40010437,2025-02-10,1985-11-13,Não,Sim,Não,39,31 a 40
35198011,2025-05-11,1998-08-22,Não,Sim,Não,26,21 a 30
36418136,2025-04-10,1996-03-27,Não,Sim,Sim,29,21 a 30
39711979,2024-07-26,1997-11-06,Não,Sim,Não,27,21 a 30
40618345,2025-03-22,1985-01-25,Não,Sim,Não,40,31 a 40
39186551,2024-01-22,1999-06-17,Não,Sim,Não,26,21 a 30
39096567,2024-03-02,1984-02-08,Não,Sim,Não,41,41 a 50
39982303,2024-09-26,1996-06-25,Não,Sim,Não,29,21 a 30
36636796,2025-04-19,1999-08-24,Não,Sim,Não,25,21 a 30
40129296,2024-11-13,1988-10-15,Não,Sim,Não,36,31 a 40
39626264,2024-06-07,1983-08-05,Não,Sim,Não,41,41 a 50
36650361,2025-04-21,1996-12-21,Não,Sim,Não,28,21 a 30
39505592,2024-05-01,1983-03-18,Não,Sim,Não,42,41 a 50
39660081,2024-06-17,1998-08-27,Não,Sim,Não,26,21 a 30
37868092,2024-06-02,1992-02-24,Não,Sim,Não,33,31 a 40
39292744,2024-02-23,1987-07-07,Não,Sim,Não,37,31 a 40
39819625,2024-08-05,1993-11-26,Não,Sim,Não,31,31 a 40
38000064,2024-05-20,2001-11-09,Não,Sim,Não,23,21 a 30
40028574,2024-10-12,2007-07-25,Não,Sim,Não,17,<=20
39373559,2024-03-19,1997-06-19,Não,Sim,Não,28,21 a 30
38213553,2024-12-14,1986-01-26,Não,Sim,Não,39,31 a 40
39250653,2024-02-10,1998-06-18,Não,Sim,Não,27,21 a 30
39989689,2025-01-11,1998-04-21,Não,Sim,Não,27,21 a 30
39215415,2024-06-13,1999-01-08,Não,Sim,Não,26,21 a 30
39410992,2024-03-31,1977-10-27,Não,Sim,Não,47,41 a 50
37519556,2024-02-12,2002-02-25,Não,Sim,Não,23,21 a 30
40278249,2025-02-04,2003-01-29,Não,Sim,Não,22,21 a 30
40102471,2024-11-05,1971-07-03,Não,Sim,Não,53,>=51
36215183,2025-04-05,1983-11-10,Não,Sim,Não,41,41 a 50
39644110,2024-06-12,2001-12-08,Não,Sim,Não,23,21 a 30
39857371,2024-08-16,1993-10-19,Não,Sim,Não,31,31 a 40
39811609,2024-08-02,1990-07-16,Não,Sim,Sim,34,31 a 40
39498435,2024-06-02,2007-09-30,Não,Sim,Sim,17,<=20
39986925,2024-09-28,1990-06-14,Não,Sim,Não,35,31 a 40
39997523,2024-10-19,1976-08-12,Não,Sim,Não,48,41 a 50
40605257,2025-03-15,1996-08-23,Não,Sim,Não,28,21 a 30
39709284,2025-06-02,2003-06-05,Não,Sim,Não,22,21 a 30
39656615,2024-06-16,1980-08-18,Não,Sim,Não,44,41 a 50
39678226,2024-06-24,2006-12-08,Não,Sim,Não,18,<=20
39899505,2024-08-30,1999-06-26,Não,Sim,Não,25,21 a 30
38114028,2024-12-22,2004-12-12,Não,Sim,Não,20,<=20
40009560,2024-10-05,1996-10-30,Não,Sim,Sim,28,21 a 30
39618232,2024-06-04,1989-06-28,Não,Sim,Não,35,31 a 40
39506979,2024-05-19,2005-12-06,Não,Sim,Não,19,<=20
39912327,2024-09-03,1979-05-10,Não,Sim,Não,46,41 a 50
39574893,2024-05-27,1948-03-14,Não,Sim,Não,77,>=51
39192790,2024-01-24,1998-08-24,Não,Sim,Não,26,21 a 30
40400943,2025-02-05,1985-05-03,Não,Sim,Não,40,31 a 40
39568264,2024-05-20,2002-10-30,Não,Sim,Não,22,21 a 30
40381417,2025-01-29,1997-03-20,Não,Sim,Não,28,21 a 30
39120028,2024-01-04,1992-11-08,Não,Sim,Não,32,31 a 40
40617716,2025-03-20,2001-06-10,Não,Sim,Não,24,21 a 30
40223341,2024-12-14,1984-03-26,Não,Sim,Não,41,41 a 50
40331118,2025-01-11,1992-10-21,Não,Sim,Sim,32,31 a 40
38019403,2025-04-14,1999-01-11,Não,Sim,Não,26,21 a 30
40139124,2024-11-15,1960-09-26,Não,Sim,Não,64,>=51
39260787,2024-02-14,1996-03-22,Não,Sim,Não,29,21 a 30
40235234,2024-12-11,1979-08-02,Não,Sim,Não,45,41 a 50
40422924,2025-02-12,1995-09-02,Não,Sim,Não,29,21 a 30
38819947,2024-01-09,1986-04-25,Não,Sim,Não,39,31 a 40
39738058,2024-07-11,1999-11-05,Não,Sim,Não,25,21 a 30
39542524,2024-05-13,1998-12-10,Não,Sim,Não,26,21 a 30
39286228,2024-02-21,1992-09-05,Não,Sim,Não,32,31 a 40
36599480,2025-04-17,1997-03-19,Não,Sim,Não,28,21 a 30
38686561,2024-05-19,1980-11-13,Não,Sim,Não,44,41 a 50
40064533,2024-10-24,1991-09-11,Não,Sim,Não,33,31 a 40
40634219,2025-03-26,1985-01-21,Não,Sim,Não,40,31 a 40
39862981,2024-08-18,1981-07-26,Não,Sim,Não,43,41 a 50
39141094,2024-03-13,1992-12-29,Não,Sim,Não,32,31 a 40
39131962,2024-01-07,1995-11-20,Não,Sim,Não,29,21 a 30
40600965,2025-03-14,1974-11-29,Não,Sim,Sim,50,41 a 50
40146071,2024-12-11,2005-03-16,Não,Sim,Não,20,<=20
40399704,2025-02-04,1984-05-28,Não,Sim,Não,41,41 a 50
39379406,2024-03-21,2002-11-18,Não,Sim,Sim,22,21 a 30
39257229,2024-02-13,1983-09-28,Não,Sim,Não,41,41 a 50
40256032,2024-12-17,1987-04-30,Não,Sim,Não,38,31 a 40
39445172,2024-04-11,1963-07-19,Não,Sim,Não,61,>=51
36116439,2025-04-02,1998-12-19,Não,Sim,Não,26,21 a 30
39990742,2024-09-29,1997-08-28,Não,Sim,Não,27,21 a 30
39140264,2024-01-09,1996-02-16,Não,Sim,Sim,29,21 a 30
40014131,2024-10-07,1995-01-06,Não,Sim,Não,30,21 a 30
36672338,2025-04-22,1991-07-12,Não,Sim,Não,33,31 a 40
39780334,2024-08-05,1983-12-26,Não,Sim,Não,41,41 a 50
40704366,2025-05-27,2002-07-25,Não,Sim,Não,22,21 a 30
36393689,2025-04-09,1969-01-24,Não,Sim,Não,56,>=51
40228625,2024-12-08,1988-07-20,Não,Sim,Não,36,31 a 40
39765225,2024-07-19,2002-09-12,Não,Sim,Não,22,21 a 30
40179183,2024-11-26,1992-06-13,Não,Sim,Sim,33,31 a 40
39995682,2024-09-30,2000-09-03,Não,Sim,Não,24,21 a 30
40001684,2024-10-03,2007-02-01,Não,Sim,Não,18,<=20
40257810,2024-12-18,1984-10-09,Não,Sim,Não,40,31 a 40
39412417,2024-03-31,1995-02-20,Não,Sim,Não,30,21 a 30
39715318,2024-07-05,1980-03-12,Não,Sim,Não,45,41 a 50
39691623,2024-06-27,1995-01-19,Não,Sim,Sim,30,21 a 30
39836309,2024-08-24,1990-10-06,Não,Sim,Não,34,31 a 40
39780827,2024-07-24,1983-07-02,Não,Sim,Não,41,41 a 50
39023901,2024-01-03,1996-06-19,Não,Sim,Não,29,21 a 30
20518429,2023-12-31,1978-10-30,Não,Sim,Sim,46,41 a 50
39590599,2024-05-29,2005-11-01,Não,Sim,Não,19,<=20
39605445,2024-05-31,1994-12-30,Não,Sim,Não,30,21 a 30
40702428,2025-05-27,1997-11-05,Não,Sim,Não,27,21 a 30
40322822,2025-01-15,1968-12-22,Não,Sim,Não,56,>=51
39506254,2024-05-09,1999-02-01,Não,Sim,Não,26,21 a 30
39264789,2024-02-15,1992-07-21,Não,Sim,Não,32,31 a 40
39662385,2024-06-18,1993-12-02,Não,Sim,Sim,31,31 a 40
39308251,2024-02-28,1971-05-08,Não,Sim,Não,54,>=51
39435842,2024-04-08,1978-01-05,Não,Sim,Não,47,41 a 50
38479463,2024-02-17,2001-12-01,Não,Sim,Não,23,21 a 30
38728323,2024-03-14,1982-08-09,Não,Sim,Não,42,41 a 50
40419420,2025-02-10,1991-07-20,Não,Sim,Não,33,31 a 40
39397708,2024-04-26,1995-07-27,Não,Sim,Não,29,21 a 30
40263204,2024-12-20,1970-01-31,Não,Sim,Não,55,>=51
39194884,2024-01-25,1973-06-22,Não,Sim,Não,52,>=51
40191205,2024-12-01,1980-03-25,Não,Sim,Não,45,41 a 50
40022135,2024-10-10,1969-09-08,Não,Sim,Não,55,>=51
39660428,2024-06-19,1977-04-15,Não,Sim,Não,48,41 a 50
39732418,2024-07-10,1995-04-03,Não,Sim,Não,30,21 a 30
39411619,2024-03-31,1981-12-07,Não,Sim,Não,43,41 a 50
40676162,2025-05-17,2005-08-31,Não,Sim,Não,19,<=20
38591836,2024-02-01,1993-01-23,Não,Sim,Não,32,31 a 40
39518105,2024-05-05,1985-08-05,Não,Sim,Não,39,31 a 40
39381653,2024-03-22,1966-04-13,Não,Sim,Não,59,>=51
39516966,2024-05-05,1979-08-18,Não,Sim,Não,45,41 a 50
40338993,2025-03-03,1984-01-22,Não,Sim,Sim,41,41 a 50
39700268,2024-07-18,1999-08-23,Não,Sim,Não,25,21 a 30
40306079,2025-01-03,2001-08-24,Não,Sim,Não,23,21 a 30
